field_1,id_left,lat,lon,join_long,join_lat,join_id,join_object,join_name,distance
"1",9b254ef5797b842cf18729c4df9827332fdca285,-34.607902,-58.390337,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0776055286953586
"59432",693f3f98f8b3c4c8e8774c6b02fce12f260f5bc5,-34.608204,-58.389802,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0779045352066728
"63478",7d7bc7ff8756413088e8f672c82c579b48272821,-34.607908569,-58.3893042187,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0784833577759801
"108455",799aca1e37fb3d2010fa1c54d5b851e311aa81a9,-34.6089971818,-58.3893797591,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.077859447334834
"109346",2377705bd05e4626070b206396b66e99f28be369,-34.6084511721,-58.3904457092,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0772260577924399
"109616",c38b1e8d040d9581f70ada5a6a89b9b4e69d7aea,-34.6079018,-58.390337,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0776056335812235
"114715",433c3064345fd374ed9c5163899e0ff7e5e8cf32,-34.608672,-58.390542,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0770291207660371
"162925",e7a006e902312b1a5dbbac4a2c15b83f95e7197a,-34.608996,-58.39011,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0772322294191844
"167254",7e8c46f7d4658e236cce3ae94f957c75a37eb9a9,-34.608893,-58.390017,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0773648997081471
"168701",9a1af144af6455ba5150a05ba8e01bedaabb6a99,-34.607908569,-58.3893042187,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0784833577759801
"232594",fc6999883006fe8f4af70677bbaab07369e02ad7,-34.6089356,-58.389651,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0776574750078655
"2",6052eff893a6541b80eff7c92e2a84244a4a52f7,-34.5815242,-58.4332607,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0683361035107432
"11",a07be7abc0c1e556eee42315752b6a852069a937,-34.5815242,-58.4332607,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0683361035107432
"107",6d015398939d9d948177dfade519395b4af7db8f,-34.581417,-58.431868,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0690199213875065
"122",7da545e5e01009bdb3115a67cebb4cc9883f1909,-34.5795533687,-58.4308959756,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0711204061794614
"140",c47e8203b07912bfe90b7fd4eb1bc777a59ca4c6,-34.5818663178,-58.4300283658,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0694284250363673
"1333",261ba9b463e2b46ccf29edc59b55ab131f129525,-34.5818663178,-58.4300283658,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0694284250363673
"4253",4937bb905a97586e84f59cf3fe69e9cb8d7298af,-34.5818663178,-58.4300283658,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0694284250363673
"10587",fb4edc1f4a21d389469d1e0ed2748f775c3ca4e5,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"15389",d2993d3b7be369e11031e2ef78c0a045802e0de7,-34.5811206,-58.4310451,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0696435429120956
"41492",3e73686a33d157f07fa5a33ecc5c923b62301c84,-34.5819804,-58.4304414,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0691402801559448
"56893",748e29b4252c86c2897ccf905835eefff905c6ac,-34.5819804,-58.4304414,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0691402801559448
"59193",074d3acd4c12a659dd228e6f4e88ab0dd75a4914,-34.5821062603,-58.4303262147,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0690797367546281
"59279",87ac9a75bb9fb79ffed9aa36d6620b65863bc50c,-34.5819804,-58.4304414,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0691402801559448
"61085",910393dc817119b5fa399497bac24875cb093ef5,-34.5819804,-58.4304414,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0691402801559448
"67047",0ff1307ca6a877f1ed942cec8f5e45895118dc0c,-34.5820879,-58.4303461,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0690871562331377
"69003",c7b056350a014f26e0254d2a3449b8aedbfee3ab,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"77400",2001830190339af23fc5fe4c80777d71d943eef7,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"86881",0b0e2f65796663d0dcce5f72d176f543ec5bf489,-34.581517,-58.433159,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0683847324653386
"89682",bd4073d08199786099353803c26cc0c4d2c19dff,-34.581517,-58.433159,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0683847324653386
"89741",170e1ffc7407eed0c1e137982a9bf627b5e14c54,-34.5811074,-58.4310478,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0696542348544218
"92691",db963c18e3906da53deba392ab12ba4dfdc58aa4,-34.5799505,-58.4314879,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0705081989261249
"92692",b0d5fdf4616539a2477e75fcb7cf21d8e5eedd49,-34.5818219,-58.4301401,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0694174892107144
"92708",71cf1d58e0d94fc6039babafd8b5dbd6a2ead06c,-34.5800081,-58.4315583,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.070426127864437
"96133",99dc3a874b237aed49c3ac67c94081dd7e0cdcfa,-34.5820879,-58.4303461,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0690871562331377
"98798",91cfa067cdfc77c8fe6a2840555cf1d91624ed7a,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"102612",7fecddd3f89d9894175e3ab0a28084d0fc7d9f03,-34.5820638,-58.4321825,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0683007424353928
"102631",afcee6b0c6182396db93a0df699300dfa1608da2,-34.581178,-58.4321911,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.069098241550251
"102634",5c839a3fde25d1fa23a30b6c81a70ede9659d7fb,-34.581178,-58.4321911,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.069098241550251
"102654",9574036a2d7b9a891dfef813b83f23e887c43782,-34.5809412069,-58.4310483588,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0698035082127294
"115838",837dc1c69cf9d24bcff99ed730ee71fe49231bea,-34.5811096,-58.4310325,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0696589447134992
"123362",68f4c7f3e10c44bcfa49c669c9b2eac568980313,-34.5819804,-58.4304414,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0691402801559448
"136669",69261a973b1368aea27f050699eb18c51c1168c3,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"139408",fe00bf2cd513ee8de5ed6c66e0458c443e11314a,-34.5811683,-58.4321762,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0691133450519838
"141976",bd792b8e6cf34943d094773efdffd3a98ead5e90,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"142729",7d649c071eb381373cc17988718d56ae4e805e36,-34.5804254,-58.4300654,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0706994415766456
"144852",d0da6882962cd48f6e135ed8c6c22e9bc14dc15e,-34.5794748,-58.4309342,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0711749224242825
"150728",3296d340839aada3bd4bd67e9869cfc5921923c0,-34.5802112239,-58.4301267798,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.070864172452547
"150752",b728e9f8da72d40648890a5a4b9dc33e593549f6,-34.5809728298,-58.4324804837,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0691622259807445
"150832",8d46c3a9b003f037505ff80c8f5a7d6973f74df1,-34.5821062603,-58.4303262147,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0690797367546281
"151634",34ab31eb5b891bf5041b847103ab7b69f2de62f5,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"152024",584bd66e34047cac9da42ae46c61941b6243a9cc,-34.5819553818,-58.4301300471,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.069302970735007
"152957",1d6d179da3b89eff44390e55c528692e1039989d,-34.581746,-58.430015,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0695417494029005
"153799",7459987c9dcdc5364394ea48f4176a4d00cf95a8,-34.581999265,-58.4304337958,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0691268410467514
"154143",e34c5d03e0e9ac4ac1d0087f9bad07b9ec44848d,-34.5818662109,-58.4300302575,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0694276630954845
"155220",e6059223ab036519987d70d53f60e77a44400c4c,-34.5818662109,-58.4300302575,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0694276630954845
"155530",3af58d4c368318b2aa89b644316ccae74127c9c3,-34.5802112239,-58.4301267798,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.070864172452547
"155532",ba5088f6afe5e44864b5d4cd96d533ad65db8b68,-34.5802112239,-58.4301267798,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.070864172452547
"155541",500b25955f26bc3b8a90e7ccd7932b62baf1e176,-34.5802112239,-58.4301267798,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.070864172452547
"156711",4a3d62c3227670a08932cb60d2e8f1842ac48b28,-34.5817221113,-58.4307504154,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692333958456128
"156713",5cf18db966a36568b67894fca921a0ef79f6fbef,-34.5816796013,-58.4307396015,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692762877780202
"157264",1460807bc69f3bead21e73017f0dd5c9e6499fe6,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"161244",dbca17e0a3ad9086561ed63963dd697fe16cdb79,-34.5811829996,-58.4310071085,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0696040577663454
"166368",a4d274889a79ad8e1eee782e568581f8c0cb2c8d,-34.5819959321,-58.4328824349,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0680649081444676
"167007",79cb701357c8d068f1a6ca6f10e0119801c41e10,-34.5819959321,-58.4328824349,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0680649081444676
"167008",c730dc17e9dc14a000337f2f7ec1c8566ec66df6,-34.5819959321,-58.4328824349,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0680649081444676
"168345",776fd927500f5e4c036c518b8babe8f4278f4ecd,-34.5819624079,-58.4322094122,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0683808104080166
"172173",15301f1a60cdb6594d497dced6d30ec0c9fdd491,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"175793",617d8928072bb26918bd47a01bcdb6a0561ea94a,-34.5801638,-58.430026,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0709513371860937
"177642",371b5c65b70dfbf9b860bd373b82ed6ee79b1d71,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"196514",1392f879df777ed11cb01311f81055671cf5b34c,-34.5808622671,-58.431225619,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0697975080537791
"201280",abbd1408ab9a531d036cd18d389fecbd1f2d27c4,-34.5820687,-58.4321778,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.068298333611742
"202907",a77d830e9275a9941bcd0273d2c6384f09efe9a2,-34.5808250982,-58.431429863,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0697427243133992
"203467",11ae2046015049f1af2548891dadf3ee604273a3,-34.5801638,-58.430026,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0709513371860937
"205212",be244dc4428b84499fb4e689e6eaa03d1c16d641,-34.5819959321,-58.4328824349,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0680649081444676
"205215",cae6c40942436d95431dad5f7b1c3bcbf792a31a,-34.5819959321,-58.4328824349,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0680649081444676
"205216",ec0532082d9f2ffd28b9a5557629faaaaf6ae576,-34.5819959321,-58.4328824349,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0680649081444676
"229960",92e8ff8bc7e0acaa88d2bb4d754a3f64c9d2e2ee,-34.580704,-58.432107,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0695632912763224
"229967",b693230d1c9ea509b2aa72d7e7795c560e7cd907,-34.5804909,-58.431925,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0698333647643172
"229968",699594120759227ed798e5fb459dd71afb78e67b,-34.5804909,-58.431925,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0698333647643172
"232705",dcf0a4af472f51684f2c692bf18d5bec9d42c292,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"237150",fcb2c382c26f6bbc4b303c268636e263a2e63f16,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"239759",4e2303eaa6cc9ee3954c9ef061433c82cbe60b08,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"243126",a7e0ebf01d8ae3a2f7dfa0f661986f3a848ce3de,-34.580158,-58.430061,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0709410222026156
"245425",5d26c2addf917657336fe911aa280df51611f2da,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"247501",eb88ffb6574a5b3f7d06f9309d899d7ef9d8e10d,-34.5808465,-58.4322904,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0693567399818651
"249820",9eaa05f7f10d54229453ea7418f96307bb0aeb41,-34.5819959321,-58.4328824349,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0680649081444676
"249937",d7a1cdf5906343c1411bd68b0aa3529f4c0edb3d,-34.5804909,-58.431925,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0698333647643172
"249938",bc425b94c11951ff74cccf4bbaad641c2e70362b,-34.5804909,-58.431925,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0698333647643172
"253191",fd29afd014dc7d0781c492f57f68edf483c6e592,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"253192",f73c56e8ce156c0983eccfc2ab61cf77338dcc9a,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"253902",2897eade90b634105f7722c9ffc9ebb1fd77a8c9,-34.5816865,-58.4308266,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0692315282683563
"3",0127fd9d7382e8e8e98654b0f74c09a82d54f049,-34.596975,-58.408897,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0701649280631034
"6248",3efe30334324b6c88c97ac4d33e80298b5403dfd,-34.5970325176,-58.4089681763,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0700744068732141
"115189",fe7a4f68e55a564924ea59d4d2c4825a263c506b,-34.596975,-58.4088971,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0701648603404397
"133260",673ac1d963b4e4477b99983af631a4058ac74bd9,-34.59739,-58.410267,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0689356140339956
"177312",a7e771b9badc229e2105c9d12fae97244ead3854,-34.5969965397,-58.4101241015,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0693237447344907
"183273",5f286f8b3f37bbdd50aa353ed20ae6a4564bbcdf,-34.5971581,-58.4091377,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.069867219459726
"187742",9e73a048a3e0dbc7da8b20582f35e287e655b9fa,-34.5970319645,-58.4089708514,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0700730026678361
"187770",5029d05d8fb26351eedb9a8bd59e9a6fe7b28322,-34.5970319645,-58.4089708514,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0700730026678361
"187772",f883f34e78cd110f7b2c639d99211d121bcf0691,-34.5970319645,-58.4089708514,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0700730026678361
"187776",1571c6efbc057ef6a8a50a6326772249cc684820,-34.5970319645,-58.4089708514,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0700730026678361
"187796",9a9063acd0a18c68202fbd55c274e1b697e6e6a1,-34.5970319645,-58.4089708514,-58.4564145813745,-34.6486005420351,"2",premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0700730026678361
"4",c7fc7d25b11f8cb7fa5ca9d8ea913422f99cde64,-34.558106,-58.455842,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.085836684308992
"70515",166ed9048601d92075815ae6f31e51f1ca95ec2e,-34.5589070835,-58.4562626306,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0850104473824506
"96294",e20f16888d8c02725b4c7ca5eaf405b34a7925f8,-34.5589751,-58.4563864,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0849350313034488
"157370",e19b96375d2e90756d90a388d0c752612149a5a1,-34.5586157827,-58.4579910934,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.085212721247473
"164717",b4f06a66f3f16e429e8d6c0d1a28fbb9edecb778,-34.5590067,-58.4563885,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.084903362214964
"165812",2cfc2d9e3bbd439306127e0297c45fb5a55a4d1c,-34.5590067,-58.4563885,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.084903362214964
"166937",36b8fd8e4c26695fb4d910cd0d7fe7727dbdfb5a,-34.5586157827,-58.4579910934,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.085212721247473
"172696",eff4e422ddff0a48fa9007338d31f6ad57cef9cc,-34.5586157827,-58.4579910934,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.085212721247473
"187253",567dc724d454bce8ed09b0aabdd72fe66c1fa638,-34.5585269,-58.4556696,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0854282761518157
"229929",4ccd998c55160dfdcc11a16aaee15dabe7c8f55c,-34.5590507,-58.4564623,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0848550362252102
"247857",35fffcce35215575c483394c56181fd22e1f1be7,-34.55822372,-58.4570694,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0856470893550346
"249759",971d870a21d196bee13867c800c52cd8c576d3cc,-34.5588804,-58.4578977,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0849522270751851
"5",356ec84cc967b6c2f26fabd548dfb2534ad7dd6a,-34.54273,-58.462001,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.101027884181961
"47",8b707cc398b0cf8fb85f3c3a9006756e77157123,-34.5433325,-58.4613337,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100424220328752
"508",9f156f3ceffdb180740cbdf42ce206fe7c07dab9,-34.543028,-58.461792,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100729046704134
"9045",e4bf1163f1263ef3f9e174b1d714b7e25085c305,-34.5429344,-58.4617742,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100822594723266
"9049",1aaf81d756f3ba62af6c277a91190b939805a6bc,-34.5429344,-58.4617742,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100822594723266
"9056",2d7b2a3090df9490f06733fb8474f6936f8f31db,-34.5429966813,-58.4617413958,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100760226819802
"9057",c6b69ce43b2ce0173741d74847b5b0654d5ffaf3,-34.5429344,-58.4617742,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100822594723266
"15330",93d4de0d52c49fba2d3de06541a4cdb8db90500c,-34.543427676,-58.4612624483,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100329181482327
"17874",11b449e5ba1803a214a7806eebfd7b77784678ad,-34.5429344,-58.4617742,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100822594723266
"18516",8635e17873cbdb28010c87f285a88558d0faab0a,-34.5429344,-58.4617742,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100822594723266
"18517",ff18e6f1c73b06afa37431780ce7c5c7c2bb8750,-34.5429344,-58.4617742,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100822594723266
"18524",2c268411ad259ddfef2fe159b47340f4855ff476,-34.5429344,-58.4617742,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100822594723266
"102402",207fd9c2ee493edd5f3fa747b4f5b46a627f7050,-34.5443913,-58.4617484,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0993656303799255
"102414",66a04da1a0d8020ee08853f5a93097fa21b818d1,-34.5429344,-58.4617742,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100822594723266
"116460",9eddedca30ede547426c7039c711d2a617ff7109,-34.5432969,-58.46141,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100459729763352
"130686",10fe254b8e141f2ebec55ef11af33447f456d1e7,-34.5436376,-58.4619547,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100120070724735
"133546",7e6678e0be751376ed526a8d66f5d9bf5bc04f01,-34.5444758,-58.4621254,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0992828237324391
"144079",938c65149fd9a8cf8d3859c069f752a27511e394,-34.543726,-58.462132,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100032650613741
"149031",4c12b1ad59a069c411a636811e0a316688501dbe,-34.5427888917,-58.4619521337,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100968758247792
"151052",70804bca0ccc33e2ac4bc204e539c912c6dffca7,-34.5434286003,-58.4612632997,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100328255248518
"152392",9d7a0d9258970003629e1e58723628434b023755,-34.5434286003,-58.4612632997,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100328255248518
"153985",6b94032092c8a2e3d826d6cbbda0afdd77f00f19,-34.5434286003,-58.4612632997,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100328255248518
"154703",032b091723361d6c4a01f7e6f141ba3dcd24d06d,-34.543726,-58.462132,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100032650613741
"156397",4c6ca916430fa6e72299d205ff47753ffa200f30,-34.5434286003,-58.4612632997,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100328255248518
"157682",b00e08370e2161aa2de6404373da3aad1f34ee5b,-34.5435987,-58.4618772,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.10015864152051
"159498",e5f2df470884d97121f3c2a2febf5f375586262c,-34.5434286003,-58.4612632997,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100328255248518
"160006",aea9af1b4b74bf44cc1fead69b44c332208d0e54,-34.5439561,-58.4625887,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.0998065332864054
"172349",ac039807b3f5d12b4a61767223676c28e93aac1d,-34.5434908,-58.4616629,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100265944377303
"176989",f0cdceaf2fb073fd0af8cdc0a44b218dc420079d,-34.5434286003,-58.4612632997,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100328255248518
"183788",c09b33d5cc8a3a2dce7810a2c1a8116c2b29a4f0,-34.5432969,-58.46141,-58.4614910346889,-34.6437565970805,"1",premetro station,INTENDENTE SAGUIER,0.100459729763352
